image_id,page_url,image_url,label,_split
adriaen-van-ostade_a-talk-at-fireplace,http://www.wikiart.org/en/adriaen-van-ostade/a-talk-at-fireplace,http://uploads8.wikiart.org/images/adriaen-van-ostade/a-talk-at-fireplace.jpg,1,train
adriaen-van-ostade_children-playing-in-a-barn,http://www.wikiart.org/en/adriaen-van-ostade/children-playing-in-a-barn,http://uploads6.wikiart.org/images/adriaen-van-ostade/children-playing-in-a-barn.jpg,1,train
adriaen-van-ostade_happy-peasants,http://www.wikiart.org/en/adriaen-van-ostade/happy-peasants,http://uploads3.wikiart.org/images/adriaen-van-ostade/happy-peasants.jpg,1,train
adriaen-van-ostade_peasant-at-a-window-1662,http://www.wikiart.org/en/adriaen-van-ostade/peasant-at-a-window-1662,http://uploads4.wikiart.org/images/adriaen-van-ostade/peasant-at-a-window-1662.jpg,1,train
adriaen-van-ostade_peasants-carousing-and-dancing-outside-an-inn,http://www.wikiart.org/en/adriaen-van-ostade/peasants-carousing-and-dancing-outside-an-inn,http://uploads7.wikiart.org/images/adriaen-van-ostade/peasants-carousing-and-dancing-outside-an-inn.jpg,1,test
adriaen-van-ostade_peasants-drinking-and-making-music-in-a-barn,http://www.wikiart.org/en/adriaen-van-ostade/peasants-drinking-and-making-music-in-a-barn,http://uploads6.wikiart.org/images/adriaen-van-ostade/peasants-drinking-and-making-music-in-a-barn.jpg,1,train
adriaen-van-ostade_tavern-interior,http://www.wikiart.org/en/adriaen-van-ostade/tavern-interior,http://uploads4.wikiart.org/images/adriaen-van-ostade/tavern-interior.jpg,1,test
adriaen-van-ostade_the-breakfast,http://www.wikiart.org/en/adriaen-van-ostade/the-breakfast,http://uploads2.wikiart.org/images/adriaen-van-ostade/the-breakfast.jpg,1,train
adriaen-van-ostade_the-interior-of-a-peasant-s-cottage,http://www.wikiart.org/en/adriaen-van-ostade/the-interior-of-a-peasant-s-cottage,http://uploads6.wikiart.org/images/adriaen-van-ostade/the-interior-of-a-peasant-s-cottage.jpg,1,train
adriaen-van-ostade_the-peasant-settling-his-debt,http://www.wikiart.org/en/adriaen-van-ostade/the-peasant-settling-his-debt,http://uploads0.wikiart.org/images/adriaen-van-ostade/the-peasant-settling-his-debt.jpg,1,train
adriaen-van-ostade_the-stall-keeper,http://www.wikiart.org/en/adriaen-van-ostade/the-stall-keeper,http://uploads5.wikiart.org/images/adriaen-van-ostade/the-stall-keeper.jpg,1,train
adriaen-van-ostade_the-violinist,http://www.wikiart.org/en/adriaen-van-ostade/the-violinist,http://uploads2.wikiart.org/images/adriaen-van-ostade/the-violinist.jpg,1,train
adriaen-van-ostade_three-peasants-at-an-inn,http://www.wikiart.org/en/adriaen-van-ostade/three-peasants-at-an-inn,http://uploads4.wikiart.org/images/adriaen-van-ostade/three-peasants-at-an-inn.jpg,1,train
adriaen-van-ostade_village-musicians,http://www.wikiart.org/en/adriaen-van-ostade/village-musicians,http://uploads6.wikiart.org/images/adriaen-van-ostade/village-musicians.jpg,1,train
aelbert-cuyp_the-maas-at-dordrecht-1650,http://www.wikiart.org/en/aelbert-cuyp/the-maas-at-dordrecht-1650,http://uploads0.wikiart.org/images/aelbert-cuyp/the-maas-at-dordrecht-1650.jpg,1,train
aelbert-cuyp_the-negro-page-1652,http://www.wikiart.org/en/aelbert-cuyp/the-negro-page-1652,http://uploads2.wikiart.org/images/aelbert-cuyp/the-negro-page-1652.jpg,1,train
aelbert-cuyp_ubbergen-castle-1655,http://www.wikiart.org/en/aelbert-cuyp/ubbergen-castle-1655,http://uploads3.wikiart.org/images/aelbert-cuyp/ubbergen-castle-1655.jpg,1,train
aelbert-cuyp_view-of-dordrecht-1655,http://www.wikiart.org/en/aelbert-cuyp/view-of-dordrecht-1655,http://uploads5.wikiart.org/images/aelbert-cuyp/view-of-dordrecht-1655.jpg,1,train
agostino-carracci_a-peasant-man-head-and-shoulders-shouting,http://www.wikiart.org/en/agostino-carracci/a-peasant-man-head-and-shoulders-shouting,http://uploads2.wikiart.org/images/agostino-carracci/a-peasant-man-head-and-shoulders-shouting.jpg,1,train
agostino-carracci_aeneas-and-dido,http://www.wikiart.org/en/agostino-carracci/aeneas-and-dido,http://uploads3.wikiart.org/images/agostino-carracci/aeneas-and-dido.jpg,1,train
agostino-carracci_antony-and-cleopatra,http://www.wikiart.org/en/agostino-carracci/antony-and-cleopatra,http://uploads8.wikiart.org/images/agostino-carracci/antony-and-cleopatra.jpg,1,test
agostino-carracci_bachus-and-ariane,http://www.wikiart.org/en/agostino-carracci/bachus-and-ariane,http://uploads5.wikiart.org/images/agostino-carracci/bachus-and-ariane.jpg,1,train
agostino-carracci_head-of-a-faun-in-a-concave-1595,http://www.wikiart.org/en/agostino-carracci/head-of-a-faun-in-a-concave-1595,http://uploads2.wikiart.org/images/agostino-carracci/head-of-a-faun-in-a-concave-1595.jpg,1,train
agostino-carracci_hercules-and-deianira,http://www.wikiart.org/en/agostino-carracci/hercules-and-deianira,http://uploads0.wikiart.org/images/agostino-carracci/hercules-and-deianira.jpg,1,train
agostino-carracci_pluto,http://www.wikiart.org/en/agostino-carracci/pluto,http://uploads2.wikiart.org/images/agostino-carracci/pluto.jpg,1,train
agostino-carracci_portrait-of-christine-of-lorraine-grand-duchess-of-tuscany-1589,http://www.wikiart.org/en/agostino-carracci/portrait-of-christine-of-lorraine-grand-duchess-of-tuscany-1589,http://uploads6.wikiart.org/images/agostino-carracci/portrait-of-christine-of-lorraine-grand-duchess-of-tuscany-1589.jpg,1,train
agostino-carracci_religion-of-priapus,http://www.wikiart.org/en/agostino-carracci/religion-of-priapus,http://uploads7.wikiart.org/images/agostino-carracci/religion-of-priapus.jpg,1,train
agostino-carracci_st-agatha-from-the-episode-holy-women-1578,http://www.wikiart.org/en/agostino-carracci/st-agatha-from-the-episode-holy-women-1578,http://uploads3.wikiart.org/images/agostino-carracci/st-agatha-from-the-episode-holy-women-1578.jpg,1,train
agostino-carracci_st-catherine-from-the-episode-holy-women-1578,http://www.wikiart.org/en/agostino-carracci/st-catherine-from-the-episode-holy-women-1578,http://uploads6.wikiart.org/images/agostino-carracci/st-catherine-from-the-episode-holy-women-1578.jpg,1,train
agostino-carracci_the-ecstasy-of-saint-catherine-1590,http://www.wikiart.org/en/agostino-carracci/the-ecstasy-of-saint-catherine-1590,http://uploads5.wikiart.org/images/agostino-carracci/the-ecstasy-of-saint-catherine-1590.jpg,1,test
agostino-carracci_the-flood,http://www.wikiart.org/en/agostino-carracci/the-flood,http://uploads6.wikiart.org/images/agostino-carracci/the-flood.jpg,1,train
agostino-carracci_the-penitent-magdalen,http://www.wikiart.org/en/agostino-carracci/the-penitent-magdalen,http://uploads0.wikiart.org/images/agostino-carracci/the-penitent-magdalen.jpg,1,train
akseli-gallen-kallela_lake-keitele-1905,http://www.wikiart.org/en/akseli-gallen-kallela/lake-keitele-1905,http://uploads0.wikiart.org/images/akseli-gallen-kallela/lake-keitele-1905.jpg,0,train
akseli-gallen-kallela_old-woman-with-a-cat-1885,http://www.wikiart.org/en/akseli-gallen-kallela/old-woman-with-a-cat-1885,http://uploads8.wikiart.org/images/akseli-gallen-kallela/old-woman-with-a-cat-1885.jpg,7,train
akseli-gallen-kallela_portrait-of-maxim-gorky-1906,http://www.wikiart.org/en/akseli-gallen-kallela/portrait-of-maxim-gorky-1906,http://uploads2.wikiart.org/images/akseli-gallen-kallela/portrait-of-maxim-gorky-1906.jpg,2,train
akseli-gallen-kallela_sunset-1899,http://www.wikiart.org/en/akseli-gallen-kallela/sunset-1899,http://uploads3.wikiart.org/images/akseli-gallen-kallela/sunset-1899.jpg,2,train
akseli-gallen-kallela_the-abduction-of-sampo-1905,http://www.wikiart.org/en/akseli-gallen-kallela/the-abduction-of-sampo-1905,http://uploads1.wikiart.org/images/akseli-gallen-kallela/the-abduction-of-sampo-1905.jpg,9,train
akseli-gallen-kallela_the-hand-of-christ-the-palm-of-peace-1897,http://www.wikiart.org/en/akseli-gallen-kallela/the-hand-of-christ-the-palm-of-peace-1897,http://uploads6.wikiart.org/images/akseli-gallen-kallela/the-hand-of-christ-the-palm-of-peace-1897.jpg,9,test
akseli-gallen-kallela_the-poster-bilbol-1907,http://www.wikiart.org/en/akseli-gallen-kallela/the-poster-bilbol-1907,http://uploads5.wikiart.org/images/akseli-gallen-kallela/the-poster-bilbol-1907.jpg,0,test
akseli-gallen-kallela_the-storm-1902,http://www.wikiart.org/en/akseli-gallen-kallela/the-storm-1902,http://uploads6.wikiart.org/images/akseli-gallen-kallela/the-storm-1902.jpg,9,train
akseli-gallen-kallela_view-from-north-quay-1891,http://www.wikiart.org/en/akseli-gallen-kallela/view-from-north-quay-1891,http://uploads8.wikiart.org/images/akseli-gallen-kallela/view-from-north-quay-1891.jpg,7,train
aladar-korosfoi-kriesch_fountain-of-art-1907,http://www.wikiart.org/en/aladar-korosfoi-kriesch/fountain-of-art-1907,http://uploads5.wikiart.org/images/aladar-korosfoi-kriesch/fountain-of-art-1907.jpg,0,train
aladar-korosfoi-kriesch_lady-with-tiara,http://www.wikiart.org/en/aladar-korosfoi-kriesch/lady-with-tiara,http://uploads0.wikiart.org/images/aladar-korosfoi-kriesch/lady-with-tiara.jpg,0,test
aladar-korosfoi-kriesch_portrait-of-kriesch-laura-1894,http://www.wikiart.org/en/aladar-korosfoi-kriesch/portrait-of-kriesch-laura-1894,http://uploads6.wikiart.org/images/aladar-korosfoi-kriesch/portrait-of-kriesch-laura-1894.jpg,0,train
aladar-korosfoi-kriesch_the-story-of-kl-ra-z-ch-i-1911,http://www.wikiart.org/en/aladar-korosfoi-kriesch/the-story-of-kl-ra-z-ch-i-1911,http://uploads6.wikiart.org/images/aladar-korosfoi-kriesch/the-story-of-kl-ra-z-ch-i-1911.jpg,0,train
aladar-korosfoi-kriesch_the-story-of-kl-ra-z-ch-ii-1911,http://www.wikiart.org/en/aladar-korosfoi-kriesch/the-story-of-kl-ra-z-ch-ii-1911,http://uploads7.wikiart.org/images/aladar-korosfoi-kriesch/the-story-of-kl-ra-z-ch-ii-1911.jpg,0,train
albert-anker_bertha-gugger-mit-tochter-1898,http://www.wikiart.org/en/albert-anker/bertha-gugger-mit-tochter-1898,http://uploads4.wikiart.org/images/albert-anker/bertha-gugger-mit-tochter-1898.jpg,6,test
albert-anker_bildnis-eines-blonden-m-dchens-1901,http://www.wikiart.org/en/albert-anker/bildnis-eines-blonden-m-dchens-1901,http://uploads0.wikiart.org/images/albert-anker/bildnis-eines-blonden-m-dchens-1901.jpg,6,train
albert-anker_die-andacht-des-grossvaters-1893,http://www.wikiart.org/en/albert-anker/die-andacht-des-grossvaters-1893,http://uploads6.wikiart.org/images/albert-anker/die-andacht-des-grossvaters-1893.jpg,6,train
albert-anker_die-arbeitsamen-1883,http://www.wikiart.org/en/albert-anker/die-arbeitsamen-1883,http://uploads3.wikiart.org/images/albert-anker/die-arbeitsamen-1883.jpg,6,train
albert-anker_die-bauern-und-die-zeitung-1867,http://www.wikiart.org/en/albert-anker/die-bauern-und-die-zeitung-1867,http://uploads5.wikiart.org/images/albert-anker/die-bauern-und-die-zeitung-1867.jpg,6,train
albert-anker_die-l-nderkinder-1876,http://www.wikiart.org/en/albert-anker/die-l-nderkinder-1876,http://uploads4.wikiart.org/images/albert-anker/die-l-nderkinder-1876.jpg,6,train
albert-anker_hohes-alter-ii-alte-frau-sich-aufw-rmend-1885,http://www.wikiart.org/en/albert-anker/hohes-alter-ii-alte-frau-sich-aufw-rmend-1885,http://uploads1.wikiart.org/images/albert-anker/hohes-alter-ii-alte-frau-sich-aufw-rmend-1885.jpg,6,train
albert-anker_schlafender-knabe-im-heu-1897,http://www.wikiart.org/en/albert-anker/schlafender-knabe-im-heu-1897,http://uploads3.wikiart.org/images/albert-anker/schlafender-knabe-im-heu-1897.jpg,6,train
albert-anker_schreibender-knabe-1908,http://www.wikiart.org/en/albert-anker/schreibender-knabe-1908,http://uploads6.wikiart.org/images/albert-anker/schreibender-knabe-1908.jpg,6,train
albert-anker_schreibunterricht-1865,http://www.wikiart.org/en/albert-anker/schreibunterricht-1865,http://uploads5.wikiart.org/images/albert-anker/schreibunterricht-1865.jpg,6,test
albert-anker_strickendes-m-dchen-1884,http://www.wikiart.org/en/albert-anker/strickendes-m-dchen-1884,http://uploads7.wikiart.org/images/albert-anker/strickendes-m-dchen-1884.jpg,6,train
